"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","22339","complete flow","chromium","Sun May 03 10:25:14 UTC 2026","failed","Sun May 03 10:25:37 UTC 2026","E2E - eBay flow","e2e.spec.ts","",""
