"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","22937","complete flow","chromium","Sat May 02 23:57:21 UTC 2026","failed","Sat May 02 23:57:44 UTC 2026","E2E - eBay flow","e2e.spec.ts","",""
